id,school,gender,city,state,lat,lng,conference,soccerLevel,academicLevel,academicKnownFor,type,enrollment,nickname,notes,website
d1g-011,Florida International University,girls,University Park,Florida,25.75732,-80.373928,American Athletic Conference,89.0,73.0,Hospitality|Business|International Relations,State,,Panthers,Best-effort D1 women's mapping row. Strong D1 soccer environment with meaningful competitive pressure and real standards. Florida International University competes in the American Athletic Conference and profiles as a public institution.,http://www.fiu.edu/
d1g-012,University of Memphis,girls,Memphis,Tennessee,35.118878,-89.938068,American Athletic Conference,89.0,65.0,Business|Education|Psychology,State,,Tigers,"Best-effort D1 women's mapping row. Solid D1 option where conference level, roster path, and coach fit will matter more than logo. University of Memphis competes in the American Athletic Conference and profiles as a public institution.",http://www.memphis.edu/
d1g-013,Southern Methodist University,girls,Dallas,Texas,32.843612,-96.783365,American Athletic Conference,89.0,84.0,Business|Economics|Communications,Private/Methodist,,Mustangs,Best-effort D1 women's mapping row. Strong D1 soccer environment with meaningful competitive pressure and real standards. Southern Methodist University competes in the American Athletic Conference and profiles as a private institution.,http://www.smu.edu/
d1g-014,University of South Florida,girls,Tampa,Florida,28.061458,-82.413232,American Athletic Conference,81.0,78.0,Business|Health Sciences|Engineering,State,,Bulls,"Best-effort D1 women's mapping row. Solid D1 option where conference level, roster path, and coach fit will matter more than logo. University of South Florida competes in the American Athletic Conference and profiles as a public institution.",http://www.usf.edu/
d1g-015,Temple University,girls,Philadelphia,Pennsylvania,39.980546,-75.156859,American Athletic Conference,81.0,74.0,Business|Media|Health Professions,State-related,,Owls,"Best-effort D1 women's mapping row. Solid D1 option where conference level, roster path, and coach fit will matter more than logo. Temple University competes in the American Athletic Conference and profiles as a public institution.",http://www.temple.edu/
d1g-016,University of Tulsa,girls,Tulsa,Oklahoma,36.152324,-95.945941,American Athletic Conference,83.0,74.0,Engineering|Business|Computer Science,Private/Presbyterian,,Golden Hurricane,"Best-effort D1 women's mapping row. Solid D1 option where conference level, roster path, and coach fit will matter more than logo. University of Tulsa competes in the American Athletic Conference and profiles as a private institution.",http://utulsa.edu/
d1g-017,University of Alabama at Birmingham,girls,Birmingham,Alabama,33.505697,-86.799345,American Athletic Conference,81.0,71.0,Business|Education|Psychology,State,,Blazers,"Best-effort D1 women's mapping row. Solid D1 option where conference level, roster path, and coach fit will matter more than logo. University of Alabama at Birmingham competes in the American Athletic Conference and profiles as a public institution.",http://www.uab.edu/
d1g-018,University of Central Florida,girls,Orlando,Florida,28.602159,-81.200889,Sun Belt Conference,82.0,79.0,Business|Communications|Kinesiology,State,,Knights,"Best-effort D1 women's mapping row. Solid D1 option where conference level, roster path, and coach fit will matter more than logo. University of Central Florida competes in the Sun Belt Conference and profiles as a public institution.",http://www.ucf.edu/
d1g-019,Bellarmine University,girls,Louisville,Kentucky,38.219279,-85.704997,ASUN Conference,73.0,68.0,Business|Psychology|Communications,Private/Catholic,,Knights,"Best-effort D1 women's mapping row. Solid D1 option where conference level, roster path, and coach fit will matter more than logo. Bellarmine University competes in the ASUN Conference and profiles as a private institution.",https://www.bellarmine.edu
d1g-020,University of Central Arkansas,girls,Conway,Arkansas,35.077945,-92.457672,ASUN Conference,73.0,65.0,Business|Education|Psychology,State,,Bears,"Best-effort D1 women's mapping row. Solid D1 option where conference level, roster path, and coach fit will matter more than logo. University of Central Arkansas competes in the ASUN Conference and profiles as a public institution.",http://www.uca.edu/
d1g-021,Florida Gulf Coast University,girls,Fort Myers,Florida,26.463638,-81.7726,ASUN Conference,73.0,67.0,Business|Psychology|Kinesiology,State,,Eagles,"Best-effort D1 women's mapping row. Solid D1 option where conference level, roster path, and coach fit will matter more than logo. Florida Gulf Coast University competes in the ASUN Conference and profiles as a public institution.",http://www.fgcu.edu/
d1g-022,Jacksonville University,girls,Jacksonville,Florida,30.353227,-81.60458,ASUN Conference,73.0,65.0,Business|Psychology|Communications,Private/Nonsectarian,,Dolphins,"Best-effort D1 women's mapping row. Solid D1 option where conference level, roster path, and coach fit will matter more than logo. Jacksonville University competes in the ASUN Conference and profiles as a private institution.",http://www.ju.edu/
d1g-023,Liberty University,girls,Lynchburg,Virginia,37.350232,-79.18222,ASUN Conference,73.0,73.0,Business|Psychology|Communications,Private/Christian,,Flames,"Best-effort D1 women's mapping row. Solid D1 option where conference level, roster path, and coach fit will matter more than logo. Liberty University competes in the ASUN Conference and profiles as a private institution.",http://www.liberty.edu/
d1g-024,Lipscomb University,girls,Nashville,Tennessee,36.106253,-86.799791,ASUN Conference,73.0,74.0,Business|Psychology|Communications,Private/Churches of Christ,,Bisons,"Best-effort D1 women's mapping row. Solid D1 option where conference level, roster path, and coach fit will matter more than logo. Lipscomb University competes in the ASUN Conference and profiles as a private institution.",https://www.lipscomb.edu/
d1g-025,University of North Florida,girls,Jacksonville,Florida,30.473841,-83.420732,ASUN Conference,73.0,50.0,Business|Education|Psychology,State,,Ospreys,"Best-effort D1 women's mapping row. Solid D1 option where conference level, roster path, and coach fit will matter more than logo. University of North Florida competes in the ASUN Conference and profiles as a public institution.",http://www.unf.edu/
d1g-026,Queens University of Charlotte [Queens],girls,Charlotte,North Carolina,35.189,-80.8329,ASUN Conference,73.0,67.0,Business|Education|Psychology,Private/Presbyterian,,Royals,"Best-effort D1 women's mapping row. Solid D1 option where conference level, roster path, and coach fit will matter more than logo. Queens University of Charlotte [Queens] competes in the ASUN Conference and profiles as a private institution.",https://www.queens.edu
d1g-027,Stetson University,girls,DeLand,Florida,29.035475,-81.300746,ASUN Conference,73.0,66.0,Business|Psychology|Communications,Private/Nonsectarian,,Hatters,"Best-effort D1 women's mapping row. Solid D1 option where conference level, roster path, and coach fit will matter more than logo. Stetson University competes in the ASUN Conference and profiles as a private institution.",http://www.stetson.edu/
d1g-028,Davidson College,girls,Davidson,North Carolina,35.499767,-80.843979,Atlantic 10 Conference,80.0,91.0,Business|Psychology|Biology,Private/Presbyterian,,Wildcats,"Best-effort D1 women's mapping row. Academically powerful school where fit, self-organization, and recruiting clarity matter. Davidson College competes in the Atlantic 10 Conference and profiles as a private institution.",http://www.davidson.edu/
d1g-029,University of Dayton,girls,Dayton,Ohio,39.739547,-84.176113,Atlantic 10 Conference,83.0,70.0,Business|Education|Psychology,Private/Catholic,,Flyers,"Best-effort D1 women's mapping row. Solid D1 option where conference level, roster path, and coach fit will matter more than logo. University of Dayton competes in the Atlantic 10 Conference and profiles as a private institution.",http://www.udayton.edu/
d1g-030,Duquesne University,girls,Pittsburgh,Pennsylvania,40.43589,-79.993123,Atlantic 10 Conference,80.0,70.0,Business|Psychology|Communications,Private/Catholic,,Dukes,"Best-effort D1 women's mapping row. Solid D1 option where conference level, roster path, and coach fit will matter more than logo. Duquesne University competes in the Atlantic 10 Conference and profiles as a private institution.",http://www.duq.edu/
d1g-031,Fordham University,girls,"The Bronx, New York City",New York,40.859354,-73.882705,Atlantic 10 Conference,81.0,81.0,Business|Psychology|Communications,Private/Catholic,,Rams,"Best-effort D1 women's mapping row. Solid D1 option where conference level, roster path, and coach fit will matter more than logo. Fordham University competes in the Atlantic 10 Conference and profiles as a private institution.",http://www.fordham.edu/
d1g-032,George Mason University,girls,Fairfax,Virginia,38.829976,-77.307428,Atlantic 10 Conference,80.0,68.0,Business|Psychology|Kinesiology,State,,Patriots,"Best-effort D1 women's mapping row. Solid D1 option where conference level, roster path, and coach fit will matter more than logo. George Mason University competes in the Atlantic 10 Conference and profiles as a public institution.",http://www.gmu.edu/
d1g-033,George Washington University,girls,Washington,District of Columbia,38.89923,-77.048363,Atlantic 10 Conference,80.0,85.0,Business|Psychology|Communications,Private/Nonsectarian,,Colonials,"Best-effort D1 women's mapping row. Solid D1 option where conference level, roster path, and coach fit will matter more than logo. George Washington University competes in the Atlantic 10 Conference and profiles as a private institution.",http://www.gwu.edu/
d1g-034,La Salle University,girls,Philadelphia,Pennsylvania,40.037979,-75.153061,Atlantic 10 Conference,80.0,72.0,Business|Psychology|Communications,Private/Catholic,,Explorers,"Best-effort D1 women's mapping row. Solid D1 option where conference level, roster path, and coach fit will matter more than logo. La Salle University competes in the Atlantic 10 Conference and profiles as a private institution.",http://www.lasalle.edu/
d1g-035,Loyola University Chicago,girls,Chicago,Illinois,42.000765,-87.656872,Atlantic 10 Conference,81.0,74.0,Business|Psychology|Communications,Private/Catholic,,Ramblers,"Best-effort D1 women's mapping row. Solid D1 option where conference level, roster path, and coach fit will matter more than logo. Loyola University Chicago competes in the Atlantic 10 Conference and profiles as a private institution.",http://www.luc.edu/
d1g-036,University of Massachusetts Amherst,girls,Amherst,Massachusetts,42.385999,-72.526728,Atlantic 10 Conference,80.0,77.0,Business|Communications|Kinesiology,State,,Minutemen,"Best-effort D1 women's mapping row. Solid D1 option where conference level, roster path, and coach fit will matter more than logo. University of Massachusetts Amherst competes in the Atlantic 10 Conference and profiles as a public institution.",http://www.umass.edu/
d1g-037,University of Rhode Island,girls,Kingston,Rhode Island,41.484691,-71.527356,Atlantic 10 Conference,80.0,69.0,Pharmacy|Engineering|Communications,State,,Rams,"Best-effort D1 women's mapping row. Solid D1 option where conference level, roster path, and coach fit will matter more than logo. University of Rhode Island competes in the Atlantic 10 Conference and profiles as a public institution.",http://www.uri.edu/
d1g-038,St. Bonaventure University,girls,Allegany,New York,42.080191,-78.481107,Atlantic 10 Conference,80.0,67.0,Business|Psychology|Communications,Private/Catholic,,Bonnies,"Best-effort D1 women's mapping row. Solid D1 option where conference level, roster path, and coach fit will matter more than logo. St. Bonaventure University competes in the Atlantic 10 Conference and profiles as a private institution.",http://www.sbu.edu/
d1g-039,Saint Joseph's University,girls,Philadelphia,Pennsylvania,39.994442,-75.238343,Atlantic 10 Conference,80.0,69.0,Business|Psychology|Communications,Private/Catholic,,Hawks,"Best-effort D1 women's mapping row. Solid D1 option where conference level, roster path, and coach fit will matter more than logo. Saint Joseph's University competes in the Atlantic 10 Conference and profiles as a private institution.",http://www.sju.edu/
d1g-040,Saint Louis University,girls,St. Louis,Missouri,38.636801,-90.2351,Atlantic 10 Conference,90.0,79.0,Health Sciences|Business|Psychology,Private/Catholic,,Billikens,Best-effort D1 women's mapping row. Strong D1 soccer environment with meaningful competitive pressure and real standards. Saint Louis University competes in the Atlantic 10 Conference and profiles as a private institution.,http://www.slu.edu/
d1g-041,Virginia Commonwealth University,girls,Richmond,Virginia,37.54962,-77.452697,Atlantic 10 Conference,80.0,65.0,Business|Psychology|Kinesiology,State,,Rams,"Best-effort D1 women's mapping row. Solid D1 option where conference level, roster path, and coach fit will matter more than logo. Virginia Commonwealth University competes in the Atlantic 10 Conference and profiles as a public institution.",http://vcu.vcu.edu/
d1g-042,Boston College,girls,Chestnut Hill,Massachusetts,42.336213,-71.169242,Atlantic Coast Conference,90.0,92.0,Finance|Economics|Political Science,Private/Catholic,,Eagles,"Best-effort D1 women's mapping row. Academically powerful school where fit, self-organization, and recruiting clarity matter. Boston College competes in the Atlantic Coast Conference and profiles as a private institution.",http://www.bc.edu/
d1g-043,Clemson University,girls,Clemson,South Carolina,34.679381,-82.835114,Atlantic Coast Conference,89.0,79.0,Engineering|Business|Agriculture,State,,Tigers,Best-effort D1 women's mapping row. Strong D1 soccer environment with meaningful competitive pressure and real standards. Clemson University competes in the Atlantic Coast Conference and profiles as a public institution.,http://www.clemson.edu/
d1g-044,Duke University,girls,Durham,North Carolina,36.001135,-78.937624,Atlantic Coast Conference,94.0,96.0,Business|Public Policy|Biomedical Sciences,Private/Nonsectarian,,Blue Devils,Best-effort D1 women's mapping row. High-level D1 option for players chasing both major soccer environment and strong academics. Duke University competes in the Atlantic Coast Conference and profiles as a private institution.,http://www.duke.edu
d1g-045,University of Louisville,girls,Louisville,Kentucky,38.216862,-85.760412,Atlantic Coast Conference,91.0,72.0,Business|Education|Psychology,State,,Cardinals,Best-effort D1 women's mapping row. Strong D1 soccer environment with meaningful competitive pressure and real standards. University of Louisville competes in the Atlantic Coast Conference and profiles as a public institution.,http://www.louisville.edu/
d1g-046,University of North Carolina at Chapel Hill,girls,Chapel Hill,North Carolina,35.911769,-79.050969,Atlantic Coast Conference,99.0,91.0,Business|Media|Public Health,State,,Tar Heels,Best-effort D1 women's mapping row. High-level D1 option for players chasing both major soccer environment and strong academics. University of North Carolina at Chapel Hill competes in the Atlantic Coast Conference and profiles as a public institution.,http://www.unc.edu/
d1g-047,North Carolina State University,girls,Raleigh,North Carolina,35.7847,-78.6821,Atlantic Coast Conference,91.0,84.0,Engineering|Computer Science|Design,State,,Wolfpack,Best-effort D1 women's mapping row. Strong D1 soccer environment with meaningful competitive pressure and real standards. North Carolina State University competes in the Atlantic Coast Conference and profiles as a public institution.,https://www.ncsu.edu
d1g-048,University of Notre Dame,girls,South Bend,Indiana,41.703058,-86.238959,Atlantic Coast Conference,93.0,95.0,Business|Engineering|Political Science,Private/Catholic,,Fighting Irish,Best-effort D1 women's mapping row. High-level D1 option for players chasing both major soccer environment and strong academics. University of Notre Dame competes in the Atlantic Coast Conference and profiles as a private institution.,http://www.nd.edu/
d1g-049,University of Pittsburgh,girls,Pittsburgh,Pennsylvania,40.4444,-79.9608,Atlantic Coast Conference,90.0,82.0,Health Sciences|Engineering|Business,State-related,,Panthers,Best-effort D1 women's mapping row. Strong D1 soccer environment with meaningful competitive pressure and real standards. University of Pittsburgh competes in the Atlantic Coast Conference and profiles as a public institution.,https://www.pitt.edu
d1g-050,Syracuse University,girls,Syracuse,New York,43.040176,-76.136975,Atlantic Coast Conference,91.0,81.0,Communications|Business|Public Affairs,Private/Methodist,,Orange,Best-effort D1 women's mapping row. Strong D1 soccer environment with meaningful competitive pressure and real standards. Syracuse University competes in the Atlantic Coast Conference and profiles as a private institution.,http://www.syr.edu/
d1g-051,University of Virginia,girls,Charlottesville,Virginia,38.035665,-78.503428,Atlantic Coast Conference,92.0,92.0,Business|Commerce|Public Policy,State,,Cavaliers,Best-effort D1 women's mapping row. High-level D1 option for players chasing both major soccer environment and strong academics. University of Virginia competes in the Atlantic Coast Conference and profiles as a public institution.,https://www.virginia.edu
d1g-052,Virginia Polytechnic Institute and State University,girls,Blacksburg,Virginia,37.229012,-80.423675,Atlantic Coast Conference,91.0,76.0,Engineering|Architecture|Business,State,,Hokies,Best-effort D1 women's mapping row. Strong D1 soccer environment with meaningful competitive pressure and real standards. Virginia Polytechnic Institute and State University competes in the Atlantic Coast Conference and profiles as a public institution.,https://www.vt.edu
d1g-053,Wake Forest University,girls,Winston-Salem,North Carolina,36.133609,-80.277446,Atlantic Coast Conference,90.0,92.0,Business|Health Sciences|Communications,Private/Nonsectarian,,Demon Deacons,Best-effort D1 women's mapping row. High-level D1 option for players chasing both major soccer environment and strong academics. Wake Forest University competes in the Atlantic Coast Conference and profiles as a private institution.,http://www.wfu.edu/
d1g-054,University of Akron,girls,Akron,Ohio,41.078551,-81.511679,Big East Conference,87.0,66.0,Business|Education|Psychology,State,,Zips,"Best-effort D1 women's mapping row. Solid D1 option where conference level, roster path, and coach fit will matter more than logo. University of Akron competes in the Big East Conference and profiles as a public institution.",http://www.uakron.edu/
d1g-055,Butler University,girls,Indianapolis,Indiana,39.8374,-86.172167,Big East Conference,87.0,73.0,Business|Psychology|Communications,Private/Nonsectarian,,Bulldogs,"Best-effort D1 women's mapping row. Solid D1 option where conference level, roster path, and coach fit will matter more than logo. Butler University competes in the Big East Conference and profiles as a private institution.",http://www.butler.edu/
d1g-056,Creighton University,girls,Omaha,Nebraska,41.265361,-95.947811,Big East Conference,90.0,82.0,Business|Health Sciences|Biology,Private/Catholic,,Bluejays,Best-effort D1 women's mapping row. Strong D1 soccer environment with meaningful competitive pressure and real standards. Creighton University competes in the Big East Conference and profiles as a private institution.,http://www.creighton.edu/
d1g-057,DePaul University,girls,Chicago,Illinois,41.877618,-87.62724,Big East Conference,86.0,78.0,Business|Psychology|Communications,Private/Catholic,,Blue Demons,"Best-effort D1 women's mapping row. Solid D1 option where conference level, roster path, and coach fit will matter more than logo. DePaul University competes in the Big East Conference and profiles as a private institution.",http://www.depaul.edu/
d1g-058,Georgetown University,girls,Washington,District of Columbia,38.908809,-77.073463,Big East Conference,90.0,93.0,Business|International Affairs|Government,Private/Catholic,,Hoyas,Best-effort D1 women's mapping row. High-level D1 option for players chasing both major soccer environment and strong academics. Georgetown University competes in the Big East Conference and profiles as a private institution.,http://www.georgetown.edu/
d1g-059,Marquette University,girls,Milwaukee,Wisconsin,43.03903,-87.927961,Big East Conference,86.0,73.0,Business|Psychology|Communications,Private/Catholic,,Golden Eagles,"Best-effort D1 women's mapping row. Solid D1 option where conference level, roster path, and coach fit will matter more than logo. Marquette University competes in the Big East Conference and profiles as a private institution.",http://www.marquette.edu/
d1g-060,Providence College,girls,Providence,Rhode Island,41.842742,-71.437446,Big East Conference,86.0,79.0,Business|Finance|Political Science,Private/Catholic,,Friars,"Best-effort D1 women's mapping row. Solid D1 option where conference level, roster path, and coach fit will matter more than logo. Providence College competes in the Big East Conference and profiles as a private institution.",http://www.providence.edu/
d1g-061,St. John's University,girls,Collegeville,Minnesota,45.580075,-94.393621,Big East Conference,87.0,69.0,Business|Psychology|Communications,Private/Catholic,,Red Storm,"Best-effort D1 women's mapping row. Solid D1 option where conference level, roster path, and coach fit will matter more than logo. St. John's University competes in the Big East Conference and profiles as a private institution.",http://www.stjohns.edu/
d1g-062,Seton Hall University,girls,South Orange,New Jersey,40.742336,-74.246027,Big East Conference,86.0,72.0,Business|Psychology|Communications,Private/Catholic,,Pirates,"Best-effort D1 women's mapping row. Solid D1 option where conference level, roster path, and coach fit will matter more than logo. Seton Hall University competes in the Big East Conference and profiles as a private institution.",http://www.shu.edu/
d1g-063,University of Connecticut,girls,Storrs,Connecticut,41.809098,-72.249948,Big East Conference,82.0,73.0,Business|Engineering|Psychology,State,,Huskies,"Best-effort D1 women's mapping row. Solid D1 option where conference level, roster path, and coach fit will matter more than logo. University of Connecticut competes in the Big East Conference and profiles as a public institution.",http://www.uconn.edu/
d1g-064,Villanova University,girls,Radnor Township,Pennsylvania,40.039388,-75.345457,Big East Conference,86.0,90.0,Business|Psychology|Communications,Private/Catholic,,Wildcats,"Best-effort D1 women's mapping row. Academically powerful school where fit, self-organization, and recruiting clarity matter. Villanova University competes in the Big East Conference and profiles as a private institution.",http://www.villanova.edu/
d1g-065,Xavier University,girls,Cincinnati,Ohio,39.149547,-84.47465,Big East Conference,83.0,69.0,Business|Psychology|Communications,Private/Catholic,,Musketeers,"Best-effort D1 women's mapping row. Solid D1 option where conference level, roster path, and coach fit will matter more than logo. Xavier University competes in the Big East Conference and profiles as a private institution.",https://www.xavier.edu/
d1g-066,Campbell University,girls,Buies Creek,North Carolina,35.409149,-78.738238,Colonial Athletic Association,79.0,64.0,Business|Psychology|Communications,Private/Baptist,,Fighting Camels,"Best-effort D1 women's mapping row. Solid D1 option where conference level, roster path, and coach fit will matter more than logo. Campbell University competes in the Colonial Athletic Association and profiles as a private institution.",http://www.campbell.edu/
d1g-067,Gardner–Webb University,girls,Boiling Springs,North Carolina,35.24732,-81.668141,Big South Conference,72.0,63.0,Business|Psychology|Communications,Private/Baptist,,Runnin' Bulldogs,"Best-effort D1 women's mapping row. Lower-tier D1 soccer option that can still be valuable if role, minutes, and development fit are strong. Gardner–Webb University competes in the Big South Conference and profiles as a private institution.",https://gardner-webb.edu
d1g-068,High Point University,girls,High Point,North Carolina,35.972035,-79.994675,Big South Conference,72.0,69.0,Business|Psychology|Communications,Private/Methodist,,Panthers,"Best-effort D1 women's mapping row. Lower-tier D1 soccer option that can still be valuable if role, minutes, and development fit are strong. High Point University competes in the Big South Conference and profiles as a private institution.",http://www.highpoint.edu/
d1g-069,Longwood University,girls,Farmville,Virginia,37.301137,-78.39575,Big South Conference,72.0,60.0,Business|Psychology|Kinesiology,State,,Lancers,"Best-effort D1 women's mapping row. Lower-tier D1 soccer option that can still be valuable if role, minutes, and development fit are strong. Longwood University competes in the Big South Conference and profiles as a public institution.",http://www.longwood.edu/
d1g-070,Presbyterian College,girls,Clinton,South Carolina,34.465834,-81.87448,Big South Conference,72.0,67.0,Business|Psychology|Biology,Private/Presbyterian,,Blue Hose,"Best-effort D1 women's mapping row. Lower-tier D1 soccer option that can still be valuable if role, minutes, and development fit are strong. Presbyterian College competes in the Big South Conference and profiles as a private institution.",http://www.presby.edu/
d1g-071,Radford University,girls,Radford,Virginia,37.136907,-80.549728,Big South Conference,72.0,65.0,Business|Psychology|Kinesiology,State,,Highlanders,"Best-effort D1 women's mapping row. Lower-tier D1 soccer option that can still be valuable if role, minutes, and development fit are strong. Radford University competes in the Big South Conference and profiles as a public institution.",http://www.radford.edu/
d1g-072,University of North Carolina at Asheville,girls,Asheville,North Carolina,35.617068,-82.565392,Big South Conference,72.0,68.0,Business|Education|Psychology,State,,Bulldogs,"Best-effort D1 women's mapping row. Lower-tier D1 soccer option that can still be valuable if role, minutes, and development fit are strong. University of North Carolina at Asheville competes in the Big South Conference and profiles as a public institution.",http://www.unca.edu/
d1g-073,University of South Carolina Upstate,girls,Spartanburg,South Carolina,34.996403,-81.970583,Big South Conference,72.0,63.0,Business|Education|Psychology,State,,Spartans,"Best-effort D1 women's mapping row. Lower-tier D1 soccer option that can still be valuable if role, minutes, and development fit are strong. University of South Carolina Upstate competes in the Big South Conference and profiles as a public institution.",https://uscupstate.edu
d1g-074,Winthrop University,girls,Rock Hill,South Carolina,34.941515,-81.031404,Big South Conference,72.0,66.0,Business|Psychology|Kinesiology,State,,Eagles,"Best-effort D1 women's mapping row. Lower-tier D1 soccer option that can still be valuable if role, minutes, and development fit are strong. Winthrop University competes in the Big South Conference and profiles as a public institution.",http://www.winthrop.edu/
d1g-075,Indiana University Bloomington,girls,Bloomington,Indiana,39.16609,-86.526559,Big Ten Conference,93.0,72.0,Business|Media|Public Affairs,State,,Hoosiers,Best-effort D1 women's mapping row. Strong D1 soccer environment with meaningful competitive pressure and real standards. Indiana University Bloomington competes in the Big Ten Conference and profiles as a public institution.,https://bloomington.iu.edu/
d1g-076,"University of Maryland, College Park",girls,College Park,Maryland,38.988178,-76.944721,Big Ten Conference,91.0,84.0,Business|Communications|Kinesiology,State,,Terrapins,"Best-effort D1 women's mapping row. Strong D1 soccer environment with meaningful competitive pressure and real standards. University of Maryland, College Park competes in the Big Ten Conference and profiles as a public institution.",http://www.umd.edu/
d1g-077,University of Michigan,girls,Ann Arbor,Michigan,42.278,-83.7382,Big Ten Conference,88.0,92.0,Engineering|Business|Psychology,State,,Wolverines,"Best-effort D1 women's mapping row. Academically powerful school where fit, self-organization, and recruiting clarity matter. University of Michigan competes in the Big Ten Conference and profiles as a public institution.",https://umich.edu
d1g-078,Michigan State University,girls,East Lansing,Michigan,42.73212,-84.476111,Big Ten Conference,88.0,70.0,Business|Education|Psychology,State,,Spartans,"Best-effort D1 women's mapping row. Solid D1 option where conference level, roster path, and coach fit will matter more than logo. Michigan State University competes in the Big Ten Conference and profiles as a public institution.",http://www.msu.edu/
d1g-079,Northwestern University,girls,Evanston,Illinois,41.751724,-87.797406,Big Ten Conference,89.0,96.0,Journalism|Economics|Engineering,Private/Nonsectarian,,Wildcats,Best-effort D1 women's mapping row. Strong D1 soccer environment with meaningful competitive pressure and real standards. Northwestern University competes in the Big Ten Conference and profiles as a private institution.,http://www.northwestern.edu/
d1g-080,Ohio State University,girls,Columbus,Ohio,39.999324,-83.014853,Big Ten Conference,88.0,78.0,Business|Communications|Kinesiology,State,,Buckeyes,Best-effort D1 women's mapping row. Strong D1 soccer environment with meaningful competitive pressure and real standards. Ohio State University competes in the Big Ten Conference and profiles as a public institution.,http://www.iastate.edu/
d1g-081,Pennsylvania State University,girls,State College,Pennsylvania,40.7965,-77.862848,Big Ten Conference,92.0,69.0,Business|Education|Psychology,State-related,,Nittany Lions,Best-effort D1 women's mapping row. Strong D1 soccer environment with meaningful competitive pressure and real standards. Pennsylvania State University competes in the Big Ten Conference and profiles as a public institution.,http://www.psu.edu/
d1g-082,Rutgers University–New Brunswick,girls,New Brunswick,New Jersey,40.498769,-74.446251,Big Ten Conference,89.0,74.0,Business|Psychology|Communications,State-private hybrid,,Scarlet Knights,Best-effort D1 women's mapping row. Strong D1 soccer environment with meaningful competitive pressure and real standards. Rutgers University–New Brunswick competes in the Big Ten Conference and profiles as a public institution.,https://www.rutgers.edu
