id,school,gender,city,state,lat,lng,conference,soccerLevel,academicLevel,academicKnownFor,type,enrollment,nickname,notes,website,division,admissionRate,sat,cost,opeid,doeSchool,doeCity,doeStateCode,source_school_list,source_enrichment,source_website,source_scoring,source_academic_tags,source_coordinates
boys-d1-011,Florida International University,boys,University Park,Florida,25.75732,-80.373928,American Athletic Conference,89.0,73.0,Hospitality|Business|International Relations,State,,Panthers,Strong D1 soccer environment with meaningful competitive pressure and real standards. Florida International University competes in the American Athletic Conference and profiles as a public institution.,http://www.fiu.edu/,NCAA D1,0.5788,1190.0,19384.0,963500.0,Florida International University,Miami,FL,edsu/soccer-schools divisions.csv,edsu/soccer-schools data.csv,university-domains exact,Model-generated conference + program tier heuristic (April 2026),Manual + rule-based enrichment (April 2026),edsu/soccer-schools data.csv
boys-d1-012,University of Memphis,boys,Memphis,Tennessee,35.118878,-89.938068,American Athletic Conference,76.0,65.0,Business|Education|Psychology,State,,Tigers,"Solid D1 option where conference level, roster path, and coach fit will matter more than logo. University of Memphis competes in the American Athletic Conference and profiles as a public institution.",http://www.memphis.edu/,NCAA D1,0.852,1132.0,24139.0,350900.0,University of Memphis,Memphis,TN,edsu/soccer-schools divisions.csv,edsu/soccer-schools data.csv,university-domains exact,Model-generated conference + program tier heuristic (April 2026),Manual + rule-based enrichment (April 2026),edsu/soccer-schools data.csv
boys-d1-013,Southern Methodist University,boys,Dallas,Texas,32.843612,-96.783365,American Athletic Conference,89.0,84.0,Business|Economics|Communications,Private/Methodist,,Mustangs,Strong D1 soccer environment with meaningful competitive pressure and real standards. Southern Methodist University competes in the American Athletic Conference and profiles as a private institution.,http://www.smu.edu/,NCAA D1,0.5267,1388.0,76346.0,361300.0,Southern Methodist University,Dallas,TX,edsu/soccer-schools divisions.csv,edsu/soccer-schools data.csv,university-domains exact,Model-generated conference + program tier heuristic (April 2026),Manual + rule-based enrichment (April 2026),edsu/soccer-schools data.csv
boys-d1-014,University of South Florida,boys,Tampa,Florida,28.061458,-82.413232,American Athletic Conference,81.0,78.0,Business|Health Sciences|Engineering,State,,Bulls,"Solid D1 option where conference level, roster path, and coach fit will matter more than logo. University of South Florida competes in the American Athletic Conference and profiles as a public institution.",http://www.usf.edu/,NCAA D1,0.4924,1256.0,21134.0,153700.0,University of South Florida,Tampa,FL,edsu/soccer-schools divisions.csv,edsu/soccer-schools data.csv,university-domains exact,Model-generated conference + program tier heuristic (April 2026),Manual + rule-based enrichment (April 2026),edsu/soccer-schools data.csv
boys-d1-015,Temple University,boys,Philadelphia,Pennsylvania,39.980546,-75.156859,American Athletic Conference,78.0,74.0,Business|Media|Health Professions,State-related,,Owls,"Solid D1 option where conference level, roster path, and coach fit will matter more than logo. Temple University competes in the American Athletic Conference and profiles as a public institution.",http://www.temple.edu/,NCAA D1,0.7142,,33226.0,337100.0,Temple University,Philadelphia,PA,edsu/soccer-schools divisions.csv,edsu/soccer-schools data.csv,university-domains exact,Model-generated conference + program tier heuristic (April 2026),Manual + rule-based enrichment (April 2026),edsu/soccer-schools data.csv
boys-d1-016,University of Tulsa,boys,Tulsa,Oklahoma,36.152324,-95.945941,American Athletic Conference,83.0,74.0,Engineering|Business|Computer Science,Private/Presbyterian,,Golden Hurricane,"Solid D1 option where conference level, roster path, and coach fit will matter more than logo. University of Tulsa competes in the American Athletic Conference and profiles as a private institution.",http://utulsa.edu/,NCAA D1,0.6922,1255.0,58637.0,318500.0,University of Tulsa,Tulsa,OK,edsu/soccer-schools divisions.csv,edsu/soccer-schools data.csv,university-domains exact,Model-generated conference + program tier heuristic (April 2026),Manual + rule-based enrichment (April 2026),edsu/soccer-schools data.csv
boys-d1-017,University of Alabama at Birmingham,boys,Birmingham,Alabama,33.505697,-86.799345,American Athletic Conference,78.0,71.0,Business|Education|Psychology,State,,Blazers,"Solid D1 option where conference level, roster path, and coach fit will matter more than logo. University of Alabama at Birmingham competes in the American Athletic Conference and profiles as a public institution.",http://www.uab.edu/,NCAA D1,0.806,1245.0,25542.0,105200.0,University of Alabama at Birmingham,Birmingham,AL,edsu/soccer-schools divisions.csv,edsu/soccer-schools data.csv,university-domains exact,Model-generated conference + program tier heuristic (April 2026),Manual + rule-based enrichment (April 2026),edsu/soccer-schools data.csv
boys-d1-018,University of Central Florida,boys,Orlando,Florida,28.602159,-81.200889,Sun Belt Conference,82.0,79.0,Business|Communications|Kinesiology,State,,Knights,"Solid D1 option where conference level, roster path, and coach fit will matter more than logo. University of Central Florida competes in the Sun Belt Conference and profiles as a public institution.",http://www.ucf.edu/,NCAA D1,0.4517,1261.0,21309.0,395400.0,University of Central Florida,Orlando,FL,edsu/soccer-schools divisions.csv,edsu/soccer-schools data.csv,university-domains exact,Model-generated conference + program tier heuristic (April 2026),Manual + rule-based enrichment (April 2026),edsu/soccer-schools data.csv
boys-d1-019,Bellarmine University,boys,Louisville,Kentucky,38.219279,-85.704997,ASUN Conference,71.0,68.0,Business|Psychology|Communications,Private/Catholic,,Knights,"Solid D1 option where conference level, roster path, and coach fit will matter more than logo. Bellarmine University competes in the ASUN Conference and profiles as a private institution.",https://www.bellarmine.edu,NCAA D1,0.8237,1196.0,56319.0,195400.0,Bellarmine University,Louisville,KY,edsu/soccer-schools divisions.csv,edsu/soccer-schools data.csv,manual_domain,Model-generated conference + program tier heuristic (April 2026),Manual + rule-based enrichment (April 2026),edsu/soccer-schools data.csv
boys-d1-020,University of Central Arkansas,boys,Conway,Arkansas,35.077945,-92.457672,ASUN Conference,71.0,65.0,Business|Education|Psychology,State,,Bears,"Solid D1 option where conference level, roster path, and coach fit will matter more than logo. University of Central Arkansas competes in the ASUN Conference and profiles as a public institution.",http://www.uca.edu/,NCAA D1,0.9378,1166.0,23185.0,109200.0,University of Central Arkansas,Conway,AR,edsu/soccer-schools divisions.csv,edsu/soccer-schools data.csv,university-domains exact,Model-generated conference + program tier heuristic (April 2026),Manual + rule-based enrichment (April 2026),edsu/soccer-schools data.csv
boys-d1-021,Florida Gulf Coast University,boys,Fort Myers,Florida,26.463638,-81.7726,ASUN Conference,71.0,67.0,Business|Psychology|Kinesiology,State,,Eagles,"Solid D1 option where conference level, roster path, and coach fit will matter more than logo. Florida Gulf Coast University competes in the ASUN Conference and profiles as a public institution.",http://www.fgcu.edu/,NCAA D1,0.7749,1142.0,18151.0,3255300.0,Florida Gulf Coast University,Fort Myers,FL,edsu/soccer-schools divisions.csv,edsu/soccer-schools data.csv,university-domains exact,Model-generated conference + program tier heuristic (April 2026),Manual + rule-based enrichment (April 2026),edsu/soccer-schools data.csv
boys-d1-022,Jacksonville University,boys,Jacksonville,Florida,30.353227,-81.60458,ASUN Conference,72.0,65.0,Business|Psychology|Communications,Private/Nonsectarian,,Dolphins,"Solid D1 option where conference level, roster path, and coach fit will matter more than logo. Jacksonville University competes in the ASUN Conference and profiles as a private institution.",http://www.ju.edu/,NCAA D1,0.7774,1115.0,54991.0,149500.0,Jacksonville University,Jacksonville,FL,edsu/soccer-schools divisions.csv,edsu/soccer-schools data.csv,university-domains exact,Model-generated conference + program tier heuristic (April 2026),Manual + rule-based enrichment (April 2026),edsu/soccer-schools data.csv
boys-d1-023,Liberty University,boys,Lynchburg,Virginia,37.350232,-79.18222,ASUN Conference,73.0,73.0,Business|Psychology|Communications,Private/Christian,,Flames,"Solid D1 option where conference level, roster path, and coach fit will matter more than logo. Liberty University competes in the ASUN Conference and profiles as a private institution.",http://www.liberty.edu/,NCAA D1,0.5013,1172.0,40567.0,2053000.0,Liberty University,Lynchburg,VA,edsu/soccer-schools divisions.csv,edsu/soccer-schools data.csv,university-domains exact,Model-generated conference + program tier heuristic (April 2026),Manual + rule-based enrichment (April 2026),edsu/soccer-schools data.csv
boys-d1-024,Lipscomb University,boys,Nashville,Tennessee,36.106253,-86.799791,ASUN Conference,72.0,74.0,Business|Psychology|Communications,Private/Churches of Christ,,Bisons,"Solid D1 option where conference level, roster path, and coach fit will matter more than logo. Lipscomb University competes in the ASUN Conference and profiles as a private institution.",https://www.lipscomb.edu/,NCAA D1,0.615,1226.0,49074.0,348600.0,Lipscomb University,Nashville,TN,edsu/soccer-schools divisions.csv,edsu/soccer-schools data.csv,university-domains exact,Model-generated conference + program tier heuristic (April 2026),Manual + rule-based enrichment (April 2026),edsu/soccer-schools data.csv
boys-d1-025,University of North Florida,boys,Jacksonville,Florida,30.473841,-83.420732,ASUN Conference,70.0,50.0,Business|Education|Psychology,State,,Ospreys,"Solid D1 option where conference level, roster path, and coach fit will matter more than logo. University of North Florida competes in the ASUN Conference and profiles as a public institution.",http://www.unf.edu/,NCAA D1,,,9001.0,150800.0,North Florida College,Madison,FL,edsu/soccer-schools divisions.csv,edsu/soccer-schools data.csv,university-domains exact,Model-generated conference + program tier heuristic (April 2026),Manual + rule-based enrichment (April 2026),edsu/soccer-schools data.csv
boys-d1-026,Queens University of Charlotte [Queens],boys,Charlotte,North Carolina,35.189,-80.8329,ASUN Conference,72.0,67.0,Business|Education|Psychology,Private/Presbyterian,,Royals,"Solid D1 option where conference level, roster path, and coach fit will matter more than logo. Queens University of Charlotte [Queens] competes in the ASUN Conference and profiles as a private institution.",https://www.queens.edu,NCAA D1,,,,,,,,edsu/soccer-schools divisions.csv,,manual_domain,Model-generated conference + program tier heuristic (April 2026),Manual + rule-based enrichment (April 2026),manual city-campus approximation
boys-d1-027,Stetson University,boys,DeLand,Florida,29.035475,-81.300746,ASUN Conference,72.0,66.0,Business|Psychology|Communications,Private/Nonsectarian,,Hatters,"Solid D1 option where conference level, roster path, and coach fit will matter more than logo. Stetson University competes in the ASUN Conference and profiles as a private institution.",http://www.stetson.edu/,NCAA D1,0.8149,,63006.0,153100.0,Stetson University,DeLand,FL,edsu/soccer-schools divisions.csv,edsu/soccer-schools data.csv,university-domains exact,Model-generated conference + program tier heuristic (April 2026),Manual + rule-based enrichment (April 2026),edsu/soccer-schools data.csv
boys-d1-028,Davidson College,boys,Davidson,North Carolina,35.499767,-80.843979,Atlantic 10 Conference,77.0,91.0,Business|Psychology|Biology,Private/Presbyterian,,Wildcats,"Academically powerful school where fit, self-organization, and recruiting clarity matter. Davidson College competes in the Atlantic 10 Conference and profiles as a private institution.",http://www.davidson.edu/,NCAA D1,0.2,1402.0,70744.0,291800.0,Davidson College,Davidson,NC,edsu/soccer-schools divisions.csv,edsu/soccer-schools data.csv,university-domains exact,Model-generated conference + program tier heuristic (April 2026),Manual + rule-based enrichment (April 2026),edsu/soccer-schools data.csv
boys-d1-029,University of Dayton,boys,Dayton,Ohio,39.739547,-84.176113,Atlantic 10 Conference,83.0,70.0,Business|Education|Psychology,Private/Catholic,,Flyers,"Solid D1 option where conference level, roster path, and coach fit will matter more than logo. University of Dayton competes in the Atlantic 10 Conference and profiles as a private institution.",http://www.udayton.edu/,NCAA D1,0.8111,1233.0,60900.0,312700.0,University of Dayton,Dayton,OH,edsu/soccer-schools divisions.csv,edsu/soccer-schools data.csv,university-domains exact,Model-generated conference + program tier heuristic (April 2026),Manual + rule-based enrichment (April 2026),edsu/soccer-schools data.csv
boys-d1-030,Duquesne University,boys,Pittsburgh,Pennsylvania,40.43589,-79.993123,Atlantic 10 Conference,79.0,70.0,Business|Psychology|Communications,Private/Catholic,,Dukes,"Solid D1 option where conference level, roster path, and coach fit will matter more than logo. Duquesne University competes in the Atlantic 10 Conference and profiles as a private institution.",http://www.duq.edu/,NCAA D1,0.7719,1207.0,56199.0,325800.0,Duquesne University,Pittsburgh,PA,edsu/soccer-schools divisions.csv,edsu/soccer-schools data.csv,university-domains exact,Model-generated conference + program tier heuristic (April 2026),Manual + rule-based enrichment (April 2026),edsu/soccer-schools data.csv
boys-d1-031,Fordham University,boys,"The Bronx, New York City",New York,40.859354,-73.882705,Atlantic 10 Conference,81.0,81.0,Business|Psychology|Communications,Private/Catholic,,Rams,"Solid D1 option where conference level, roster path, and coach fit will matter more than logo. Fordham University competes in the Atlantic 10 Conference and profiles as a private institution.",http://www.fordham.edu/,NCAA D1,0.5253,1334.0,71388.0,272200.0,Fordham University,Bronx,NY,edsu/soccer-schools divisions.csv,edsu/soccer-schools data.csv,university-domains exact,Model-generated conference + program tier heuristic (April 2026),Manual + rule-based enrichment (April 2026),edsu/soccer-schools data.csv
boys-d1-032,George Mason University,boys,Fairfax,Virginia,38.829976,-77.307428,Atlantic 10 Conference,79.0,68.0,Business|Psychology|Kinesiology,State,,Patriots,"Solid D1 option where conference level, roster path, and coach fit will matter more than logo. George Mason University competes in the Atlantic 10 Conference and profiles as a public institution.",http://www.gmu.edu/,NCAA D1,0.892,1208.0,25717.0,374900.0,George Mason University,Fairfax,VA,edsu/soccer-schools divisions.csv,edsu/soccer-schools data.csv,university-domains exact,Model-generated conference + program tier heuristic (April 2026),Manual + rule-based enrichment (April 2026),edsu/soccer-schools data.csv
boys-d1-033,George Washington University,boys,Washington,District of Columbia,38.89923,-77.048363,Atlantic 10 Conference,80.0,85.0,Business|Psychology|Communications,Private/Nonsectarian,,Colonials,"Solid D1 option where conference level, roster path, and coach fit will matter more than logo. George Washington University competes in the Atlantic 10 Conference and profiles as a private institution.",http://www.gwu.edu/,NCAA D1,0.4304,1385.0,74023.0,144400.0,George Washington University,Washington,DC,edsu/soccer-schools divisions.csv,edsu/soccer-schools data.csv,university-domains exact,Model-generated conference + program tier heuristic (April 2026),Manual + rule-based enrichment (April 2026),edsu/soccer-schools data.csv
boys-d1-034,La Salle University,boys,Philadelphia,Pennsylvania,40.037979,-75.153061,Atlantic 10 Conference,79.0,72.0,Business|Psychology|Communications,Private/Catholic,,Explorers,"Solid D1 option where conference level, roster path, and coach fit will matter more than logo. La Salle University competes in the Atlantic 10 Conference and profiles as a private institution.",http://www.lasalle.edu/,NCAA D1,0.7635,,45298.0,328700.0,La Salle University,Philadelphia,PA,edsu/soccer-schools divisions.csv,edsu/soccer-schools data.csv,university-domains fuzzy,Model-generated conference + program tier heuristic (April 2026),Manual + rule-based enrichment (April 2026),edsu/soccer-schools data.csv
boys-d1-035,Loyola University Chicago,boys,Chicago,Illinois,42.000765,-87.656872,Atlantic 10 Conference,81.0,74.0,Business|Psychology|Communications,Private/Catholic,,Ramblers,"Solid D1 option where conference level, roster path, and coach fit will matter more than logo. Loyola University Chicago competes in the Atlantic 10 Conference and profiles as a private institution.",http://www.luc.edu/,NCAA D1,0.7054,1261.0,60717.0,171000.0,Loyola University Chicago,Chicago,IL,edsu/soccer-schools divisions.csv,edsu/soccer-schools data.csv,university-domains exact,Model-generated conference + program tier heuristic (April 2026),Manual + rule-based enrichment (April 2026),edsu/soccer-schools data.csv
boys-d1-036,University of Massachusetts Amherst,boys,Amherst,Massachusetts,42.385999,-72.526728,Atlantic 10 Conference,78.0,77.0,Business|Communications|Kinesiology,State,,Minutemen,"Solid D1 option where conference level, roster path, and coach fit will matter more than logo. University of Massachusetts Amherst competes in the Atlantic 10 Conference and profiles as a public institution.",http://www.umass.edu/,NCAA D1,0.6532,1307.0,31749.0,222100.0,University of Massachusetts-Amherst,Amherst,MA,edsu/soccer-schools divisions.csv,edsu/soccer-schools data.csv,university-domains exact,Model-generated conference + program tier heuristic (April 2026),Manual + rule-based enrichment (April 2026),edsu/soccer-schools data.csv
boys-d1-037,University of Rhode Island,boys,Kingston,Rhode Island,41.484691,-71.527356,Atlantic 10 Conference,78.0,69.0,Pharmacy|Engineering|Communications,State,,Rams,"Solid D1 option where conference level, roster path, and coach fit will matter more than logo. University of Rhode Island competes in the Atlantic 10 Conference and profiles as a public institution.",http://www.uri.edu/,NCAA D1,0.7551,1183.0,30339.0,341400.0,University of Rhode Island,Kingston,RI,edsu/soccer-schools divisions.csv,edsu/soccer-schools data.csv,university-domains exact,Model-generated conference + program tier heuristic (April 2026),Manual + rule-based enrichment (April 2026),edsu/soccer-schools data.csv
boys-d1-038,St. Bonaventure University,boys,Allegany,New York,42.080191,-78.481107,Atlantic 10 Conference,79.0,67.0,Business|Psychology|Communications,Private/Catholic,,Bonnies,"Solid D1 option where conference level, roster path, and coach fit will matter more than logo. St. Bonaventure University competes in the Atlantic 10 Conference and profiles as a private institution.",http://www.sbu.edu/,NCAA D1,0.7631,1151.0,50646.0,281700.0,St Bonaventure University,Saint Bonaventure,NY,edsu/soccer-schools divisions.csv,edsu/soccer-schools data.csv,university-domains exact,Model-generated conference + program tier heuristic (April 2026),Manual + rule-based enrichment (April 2026),edsu/soccer-schools data.csv
boys-d1-039,Saint Joseph's University,boys,Philadelphia,Pennsylvania,39.994442,-75.238343,Atlantic 10 Conference,79.0,69.0,Business|Psychology|Communications,Private/Catholic,,Hawks,"Solid D1 option where conference level, roster path, and coach fit will matter more than logo. Saint Joseph's University competes in the Atlantic 10 Conference and profiles as a private institution.",http://www.sju.edu/,NCAA D1,0.8007,1205.0,63223.0,336700.0,Saint Joseph's University,Philadelphia,PA,edsu/soccer-schools divisions.csv,edsu/soccer-schools data.csv,university-domains exact,Model-generated conference + program tier heuristic (April 2026),Manual + rule-based enrichment (April 2026),edsu/soccer-schools data.csv
boys-d1-040,Saint Louis University,boys,St. Louis,Missouri,38.636801,-90.2351,Atlantic 10 Conference,90.0,79.0,Health Sciences|Business|Psychology,Private/Catholic,,Billikens,Strong D1 soccer environment with meaningful competitive pressure and real standards. Saint Louis University competes in the Atlantic 10 Conference and profiles as a private institution.,http://www.slu.edu/,NCAA D1,0.5554,1299.0,61975.0,250600.0,Saint Louis University,Saint Louis,MO,edsu/soccer-schools divisions.csv,edsu/soccer-schools data.csv,university-domains exact,Model-generated conference + program tier heuristic (April 2026),Manual + rule-based enrichment (April 2026),edsu/soccer-schools data.csv
boys-d1-041,Virginia Commonwealth University,boys,Richmond,Virginia,37.54962,-77.452697,Atlantic 10 Conference,79.0,65.0,Business|Psychology|Kinesiology,State,,Rams,"Solid D1 option where conference level, roster path, and coach fit will matter more than logo. Virginia Commonwealth University competes in the Atlantic 10 Conference and profiles as a public institution.",http://vcu.vcu.edu/,NCAA D1,0.906,1163.0,31983.0,373500.0,Virginia Commonwealth University,Richmond,VA,edsu/soccer-schools divisions.csv,edsu/soccer-schools data.csv,university-domains exact,Model-generated conference + program tier heuristic (April 2026),Manual + rule-based enrichment (April 2026),edsu/soccer-schools data.csv
boys-d1-042,Boston College,boys,Chestnut Hill,Massachusetts,42.336213,-71.169242,Atlantic Coast Conference,84.0,91.0,Finance|Economics|Political Science,Private/Catholic,,Eagles,"Academically powerful school where fit, self-organization, and recruiting clarity matter. Boston College competes in the Atlantic Coast Conference and profiles as a private institution.",http://www.bc.edu/,NCAA D1,0.2638,1433.0,75872.0,212800.0,Boston College,Chestnut Hill,MA,edsu/soccer-schools divisions.csv,edsu/soccer-schools data.csv,university-domains exact,Model-generated conference + program tier heuristic (April 2026),Manual + rule-based enrichment (April 2026),edsu/soccer-schools data.csv
boys-d1-043,Clemson University,boys,Clemson,South Carolina,34.679381,-82.835114,Atlantic Coast Conference,96.0,79.0,Engineering|Business|Agriculture,State,,Tigers,Strong D1 soccer environment with meaningful competitive pressure and real standards. Clemson University competes in the Atlantic Coast Conference and profiles as a public institution.,http://www.clemson.edu/,NCAA D1,0.6194,1327.0,32254.0,342500.0,Clemson University,Clemson,SC,edsu/soccer-schools divisions.csv,edsu/soccer-schools data.csv,university-domains exact,Model-generated conference + program tier heuristic (April 2026),Manual + rule-based enrichment (April 2026),edsu/soccer-schools data.csv
boys-d1-044,Duke University,boys,Durham,North Carolina,36.001135,-78.937624,Atlantic Coast Conference,93.0,99.0,Business|Public Policy|Biomedical Sciences,Private/Nonsectarian,,Blue Devils,High-level D1 option for players chasing both major soccer environment and strong academics. Duke University competes in the Atlantic Coast Conference and profiles as a private institution.,http://www.duke.edu,NCAA D1,0.0774,1530.0,77846.0,292000.0,Duke University,Durham,NC,edsu/soccer-schools divisions.csv,edsu/soccer-schools data.csv,university-domains exact,Model-generated conference + program tier heuristic (April 2026),Manual + rule-based enrichment (April 2026),edsu/soccer-schools data.csv
boys-d1-045,University of Louisville,boys,Louisville,Kentucky,38.216862,-85.760412,Atlantic Coast Conference,91.0,72.0,Business|Education|Psychology,State,,Cardinals,Strong D1 soccer environment with meaningful competitive pressure and real standards. University of Louisville competes in the Atlantic Coast Conference and profiles as a public institution.,http://www.louisville.edu/,NCAA D1,0.6512,1198.0,28247.0,199900.0,University of Louisville,Louisville,KY,edsu/soccer-schools divisions.csv,edsu/soccer-schools data.csv,university-domains exact,Model-generated conference + program tier heuristic (April 2026),Manual + rule-based enrichment (April 2026),edsu/soccer-schools data.csv
boys-d1-046,University of North Carolina at Chapel Hill,boys,Chapel Hill,North Carolina,35.911769,-79.050969,Atlantic Coast Conference,95.0,89.0,Business|Media|Public Health,State,,Tar Heels,High-level D1 option for players chasing both major soccer environment and strong academics. University of North Carolina at Chapel Hill competes in the Atlantic Coast Conference and profiles as a public institution.,http://www.unc.edu/,NCAA D1,0.25,1393.0,24220.0,297400.0,University of North Carolina at Chapel Hill,Chapel Hill,NC,edsu/soccer-schools divisions.csv,edsu/soccer-schools data.csv,university-domains exact,Model-generated conference + program tier heuristic (April 2026),Manual + rule-based enrichment (April 2026),edsu/soccer-schools data.csv
boys-d1-047,North Carolina State University,boys,Raleigh,North Carolina,35.7847,-78.6821,Atlantic Coast Conference,91.0,84.0,Engineering|Computer Science|Design,State,,Wolfpack,Strong D1 soccer environment with meaningful competitive pressure and real standards. North Carolina State University competes in the Atlantic Coast Conference and profiles as a public institution.,https://www.ncsu.edu,NCAA D1,,,,,,,,edsu/soccer-schools divisions.csv,,manual_domain,Model-generated conference + program tier heuristic (April 2026),Manual + rule-based enrichment (April 2026),manual city-campus approximation
