id,school,gender,city,state,lat,lng,conference,soccerLevel,academicLevel,academicKnownFor,type,enrollment,nickname,notes,website
mens-maryville-university-of-saint-louis,Maryville University of Saint Louis,boys,St. Louis,MO,38.6459,-90.5034,Great Lakes Valley Conference,82,81,Business|Computer Science|Health Sciences,Private,"9,500",Saints,"Strong upper-tier D2 program in the Great Lakes Valley Conference with a serious competitive environment. Good fit for players who want a meaningful balance of competition, academics, and long-term value. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
mens-nova-southeastern-university,Nova Southeastern University,boys,Fort Lauderdale,FL,26.0798,-80.2427,Sunshine State Conference,82,83,Business|Health Sciences|Psychology,Private,"21,000",Sharks,"Strong upper-tier D2 program in the Sunshine State Conference with a serious competitive environment. Good fit for players who want a meaningful balance of competition, academics, and long-term value. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
mens-azusa-pacific-university,Azusa Pacific University,boys,Azusa,CA,34.1306,-117.8889,Pacific West Conference,81,80,Business|Nursing|Psychology,Private,"7,400",Cougars,"Competitive D2 environment in the Pacific West Conference with a solid pathway for the right player. Good fit for players who want a meaningful balance of competition, academics, and long-term value. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
mens-lewis-university,Lewis University,boys,Romeoville,IL,41.6061,-88.0817,Great Lakes Valley Conference,81,80,Aviation|Business|Criminal Justice,Private,"6,500",Flyers,"Competitive D2 environment in the Great Lakes Valley Conference with a solid pathway for the right player. Good fit for players who want a meaningful balance of competition, academics, and long-term value. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
mens-point-loma-nazarene-university,Point Loma Nazarene University,boys,San Diego,CA,32.715,-117.2522,Pacific West Conference,81,82,Business|Biology|Exercise Science,Private,"4,500",Sea Lions,"Competitive D2 environment in the Pacific West Conference with a solid pathway for the right player. Good fit for players who want a meaningful balance of competition, academics, and long-term value. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
mens-auburn-university-at-montgomery,Auburn University at Montgomery,boys,Montgomery,AL,32.369,-86.1779,Gulf South Conference,80,72,Business|Education|Communications,Public,"5,200",Warhawks,"Competitive D2 environment in the Gulf South Conference with a solid pathway for the right player. Good fit for players who prioritize level, opportunity, and realistic development. Public-school environment can offer a broader campus experience and larger student body. Caution: depth, conference travel, and consistency all matter more than families often expect.",
mens-carson-newman-university,Carson-Newman University,boys,Jefferson City,TN,36.1226,-83.4918,South Atlantic Conference,80,72,Education|Business|Biology,Private,"2,800",Eagles,"Competitive D2 environment in the South Atlantic Conference with a solid pathway for the right player. Good fit for players who prioritize level, opportunity, and realistic development. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
mens-colorado-mesa-university,Colorado Mesa University,boys,Grand Junction,CO,39.0762,-108.5481,Rocky Mountain Athletic Conference,80,71,Business|Exercise Science|Education,Public,"11,000",Mavericks,"Competitive D2 environment in the Rocky Mountain Athletic Conference with a solid pathway for the right player. Good fit for players who prioritize level, opportunity, and realistic development. Public-school environment can offer a broader campus experience and larger student body. Caution: depth, conference travel, and consistency all matter more than families often expect.",
mens-embry-riddle-aeronautical-university-florida,Embry-Riddle Aeronautical University (Florida),boys,Daytona Beach,FL,29.1888,-81.0486,Sunshine State Conference,80,88,Engineering|Aviation|Computer Science,Private,"8,200",Eagles,"Competitive D2 environment in the Sunshine State Conference with a solid pathway for the right player. Best fit for student-athletes who want strong academics without sacrificing too much level. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: the academic load is real, so time management matters.",
mens-florida-institute-of-technology,Florida Institute of Technology,boys,Melbourne,FL,28.0647,-80.6248,Sunshine State Conference,80,85,Engineering|Computer Science|Business,Private,"6,400",Panthers,"Competitive D2 environment in the Sunshine State Conference with a solid pathway for the right player. Good fit for players who want a meaningful balance of competition, academics, and long-term value. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
mens-mercyhurst-university,Mercyhurst University,boys,Erie,PA,42.1176,-80.0634,Northeast Conference,80,79,Business|Criminal Justice|Biology,Private,"2,800",Lakers,"Competitive D2 environment in the Northeast Conference with a solid pathway for the right player. Good fit for players who prioritize level, opportunity, and realistic development. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
mens-anderson-university-south-carolina,Anderson University (South Carolina),boys,Anderson,SC,34.5145,-82.6512,South Atlantic Conference,79,73,Business|Education|Exercise Science,Private,"3,900",Trojans,"Competitive D2 environment in the South Atlantic Conference with a solid pathway for the right player. Good fit for players who prioritize level, opportunity, and realistic development. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
mens-bentley-university,Bentley University,boys,Waltham,MA,42.3884,-71.2216,Northeast-10 Conference,79,87,Business|Finance|Computer Science,Private,"5,600",Falcons,"Competitive D2 environment in the Northeast-10 Conference with a solid pathway for the right player. Good fit for players who want a meaningful balance of competition, academics, and long-term value. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
mens-california-state-university-san-bernardino,"California State University, San Bernardino",boys,San Bernardino,CA,34.1817,-117.3242,California Collegiate Athletic Association,79,73,Business|Criminal Justice|Psychology,Public,"19,000",Coyotes,"Competitive D2 environment in the California Collegiate Athletic Association with a solid pathway for the right player. Good fit for players who prioritize level, opportunity, and realistic development. Public-school environment can offer a broader campus experience and larger student body. Caution: depth, conference travel, and consistency all matter more than families often expect.",
mens-catawba-college,Catawba College,boys,Salisbury,NC,35.6889,-80.4862,South Atlantic Conference,79,73,Business|Education|Exercise Science,Private,"1,300",Indians,"Competitive D2 environment in the South Atlantic Conference with a solid pathway for the right player. Good fit for players who prioritize level, opportunity, and realistic development. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
mens-eckerd-college,Eckerd College,boys,St. Petersburg,FL,27.7182,-82.6878,Sunshine State Conference,79,84,Marine Science|Business|Psychology,Private,"2,000",Tritons,"Competitive D2 environment in the Sunshine State Conference with a solid pathway for the right player. Good fit for players who want a meaningful balance of competition, academics, and long-term value. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
mens-francis-marion-university,Francis Marion University,boys,Florence,SC,34.192,-79.6518,Conference Carolinas,79,71,Business|Education|Biology,Public,"4,300",Patriots,"Competitive D2 environment in the Conference Carolinas with a solid pathway for the right player. Good fit for players who prioritize level, opportunity, and realistic development. Public-school environment can offer a broader campus experience and larger student body. Caution: depth, conference travel, and consistency all matter more than families often expect.",
mens-palm-beach-atlantic-university,Palm Beach Atlantic University,boys,West Palm Beach,FL,26.7044,-80.0512,Sunshine State Conference,79,78,Business|Nursing|Psychology,Private,"3,900",Sailfish,"Competitive D2 environment in the Sunshine State Conference with a solid pathway for the right player. Good fit for players who prioritize level, opportunity, and realistic development. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
mens-young-harris-college,Young Harris College,boys,Young Harris,GA,34.9342,-83.8488,Conference Carolinas,79,73,Business|Biology|Psychology,Private,"1,400",Mountain Lions,"Competitive D2 environment in the Conference Carolinas with a solid pathway for the right player. Good fit for players who prioritize level, opportunity, and realistic development. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
mens-assumption-university,Assumption University,boys,Worcester,MA,42.2924,-71.8295,Northeast-10 Conference,78,83,Business|Psychology|Liberal Arts,Private,"2,400",Greyhounds,"Competitive D2 environment in the Northeast-10 Conference with a solid pathway for the right player. Good fit for players who want a meaningful balance of competition, academics, and long-term value. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
mens-biola-university,Biola University,boys,La Mirada,CA,33.9053,-118.017,Pacific West Conference,78,81,Business|Psychology|Biology,Private,"6,000",Eagles,"Competitive D2 environment in the Pacific West Conference with a solid pathway for the right player. Good fit for players who want a meaningful balance of competition, academics, and long-term value. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
mens-california-state-university-dominguez-hills,"California State University, Dominguez Hills",boys,Carson,CA,33.8647,-118.259,California Collegiate Athletic Association,78,72,Business|Psychology|Communications,Public,"17,000",Toros,"Competitive D2 environment in the California Collegiate Athletic Association with a solid pathway for the right player. Good fit for players who prioritize level, opportunity, and realistic development. Public-school environment can offer a broader campus experience and larger student body. Caution: depth, conference travel, and consistency all matter more than families often expect.",
mens-cedarville-university,Cedarville University,boys,Cedarville,OH,39.7503,-83.8096,Great Midwest Athletic Conference,78,84,Engineering|Nursing|Business,Private,"4,700",Yellow Jackets,"Competitive D2 environment in the Great Midwest Athletic Conference with a solid pathway for the right player. Good fit for players who want a meaningful balance of competition, academics, and long-term value. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
mens-colorado-christian-university,Colorado Christian University,boys,Lakewood,CO,39.6767,-105.1199,Rocky Mountain Athletic Conference,78,77,Business|Nursing|Psychology,Private,"9,000",Cougars,"Competitive D2 environment in the Rocky Mountain Athletic Conference with a solid pathway for the right player. Good fit for players who prioritize level, opportunity, and realistic development. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
mens-fort-lewis-college,Fort Lewis College,boys,Durango,CO,37.2753,-107.8801,Rocky Mountain Athletic Conference,78,74,Business|Exercise Science|Psychology,Public,"3,300",Skyhawks,"Competitive D2 environment in the Rocky Mountain Athletic Conference with a solid pathway for the right player. Good fit for players who prioritize level, opportunity, and realistic development. Public-school environment can offer a broader campus experience and larger student body. Caution: depth, conference travel, and consistency all matter more than families often expect.",
mens-harding-university,Harding University,boys,Searcy,AR,35.25,-91.736,Great American Conference,78,76,Business|Nursing|Education,Private,"4,700",Bisons,"Competitive D2 environment in the Great American Conference with a solid pathway for the right player. Good fit for players who prioritize level, opportunity, and realistic development. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
mens-midwestern-state-university,Midwestern State University,boys,Wichita Falls,TX,33.8766,-98.5234,Lone Star Conference,78,72,Business|Education|Exercise Science,Public,"5,800",Mustangs,"Competitive D2 environment in the Lone Star Conference with a solid pathway for the right player. Good fit for players who prioritize level, opportunity, and realistic development. Public-school environment can offer a broader campus experience and larger student body. Caution: depth, conference travel, and consistency all matter more than families often expect.",
mens-belmont-abbey-college,Belmont Abbey College,boys,Belmont,NC,35.2424,-81.0451,Conference Carolinas,77,74,Business|Psychology|Sports Management,Private,"1,700",Crusaders,"Competitive D2 environment in the Conference Carolinas with a solid pathway for the right player. Good fit for players who prioritize level, opportunity, and realistic development. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
mens-california-state-university-los-angeles,"California State University, Los Angeles",boys,Los Angeles,CA,34.0666,-118.1684,California Collegiate Athletic Association,77,74,Business|Nursing|Communications,Public,"26,000",Golden Eagles,"Competitive D2 environment in the California Collegiate Athletic Association with a solid pathway for the right player. Good fit for players who prioritize level, opportunity, and realistic development. Public-school environment can offer a broader campus experience and larger student body. Caution: depth, conference travel, and consistency all matter more than families often expect.",
mens-drury-university,Drury University,boys,Springfield,MO,37.219,-93.2845,Great Lakes Valley Conference,77,80,Business|Architecture|Biology,Private,"1,600",Panthers,"Competitive D2 environment in the Great Lakes Valley Conference with a solid pathway for the right player. Good fit for players who want a meaningful balance of competition, academics, and long-term value. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
mens-florida-southern-college,Florida Southern College,boys,Lakeland,FL,28.0316,-81.9484,Sunshine State Conference,77,82,Business|Biology|Communications,Private,"3,400",Moccasins,"Competitive D2 environment in the Sunshine State Conference with a solid pathway for the right player. Good fit for players who want a meaningful balance of competition, academics, and long-term value. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
mens-gannon-university,Gannon University,boys,Erie,PA,42.1292,-80.0851,Pennsylvania State Athletic Conference,77,79,Business|Engineering|Health Sciences,Private,"4,300",Golden Knights,"Competitive D2 environment in the Pennsylvania State Athletic Conference with a solid pathway for the right player. Good fit for players who prioritize level, opportunity, and realistic development. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
mens-mississippi-college,Mississippi College,boys,Clinton,MS,32.3415,-90.3259,Gulf South Conference,77,74,Business|Biology|Education,Private,"3,300",Choctaws,"Competitive D2 environment in the Gulf South Conference with a solid pathway for the right player. Good fit for players who prioritize level, opportunity, and realistic development. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
mens-barton-college,Barton College,boys,Wilson,NC,35.7286,-77.9125,Conference Carolinas,76,71,Business|Education|Exercise Science,Private,"1,200",Bulldogs,"Competitive D2 environment in the Conference Carolinas with a solid pathway for the right player. Good fit for players who prioritize level, opportunity, and realistic development. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
mens-concordia-university-irvine,Concordia University Irvine,boys,Irvine,CA,33.651,-117.8108,Pacific West Conference,76,78,Business|Education|Exercise Science,Private,"5,000",Golden Eagles,"Competitive D2 environment in the Pacific West Conference with a solid pathway for the right player. Good fit for players who prioritize level, opportunity, and realistic development. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
mens-davenport-university,Davenport University,boys,Grand Rapids,MI,42.9491,-85.5934,Great Lakes Intercollegiate Athletic Conference,76,72,Business|Technology|Health Sciences,Private,"6,000",Panthers,"Competitive D2 environment in the Great Lakes Intercollegiate Athletic Conference with a solid pathway for the right player. Good fit for players who prioritize level, opportunity, and realistic development. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
mens-mars-hill-university,Mars Hill University,boys,Mars Hill,NC,35.8277,-82.5551,South Atlantic Conference,75,70,Business|Education|Exercise Science,Private,"1,200",Mountain Lions,"Competitive D2 environment in the South Atlantic Conference with a solid pathway for the right player. Good fit for players who prioritize level, opportunity, and realistic development. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
mens-ohio-dominican-university,Ohio Dominican University,boys,Columbus,OH,39.9923,-82.9372,Great Midwest Athletic Conference,75,72,Business|Education|Criminal Justice,Private,"1,500",Panthers,"Competitive D2 environment in the Great Midwest Athletic Conference with a solid pathway for the right player. Good fit for players who prioritize level, opportunity, and realistic development. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
mens-bloomsburg-university-of-pennsylvania,Bloomsburg University of Pennsylvania,boys,Bloomsburg,PA,41.0037,-76.4469,Pennsylvania State Athletic Conference,74,70,Education|Business|Exercise Science,Public,"8,300",Huskies,"Competitive D2 environment in the Pennsylvania State Athletic Conference with a solid pathway for the right player. Good fit for players who prioritize level, opportunity, and realistic development. Public-school environment can offer a broader campus experience and larger student body. Caution: depth, conference travel, and consistency all matter more than families often expect.",
mens-chaminade-university,Chaminade University,boys,Honolulu,HI,21.2713,-157.7838,Pacific West Conference,73,76,Business|Psychology|Criminal Justice,Private,"2,200",Silverswords,"Competitive D2 environment in the Pacific West Conference with a solid pathway for the right player. Good fit for players who prioritize level, opportunity, and realistic development. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
womens-barry-university,Barry University,girls,Miami Shores,FL,25.8798,-80.187,Sunshine State Conference,86,78,Business|Biology|Nursing,Private,"7,000",Buccaneers,"Strong upper-tier D2 program in the Sunshine State Conference with a serious competitive environment. Good fit for players who prioritize level, opportunity, and realistic development. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
womens-dallas-baptist-university,Dallas Baptist University,girls,Dallas,TX,32.7174,-96.9477,Lone Star Conference,86,79,Business|Communications|Psychology,Private,"4,600",Patriots,"Strong upper-tier D2 program in the Lone Star Conference with a serious competitive environment. Good fit for players who prioritize level, opportunity, and realistic development. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
womens-wingate-university,Wingate University,girls,Wingate,NC,34.9847,-80.4497,South Atlantic Conference,86,76,Business|Psychology|Exercise Science,Private,"3,500",Bulldogs,"Strong upper-tier D2 program in the South Atlantic Conference with a serious competitive environment. Good fit for players who prioritize level, opportunity, and realistic development. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
womens-colorado-school-of-mines,Colorado School of Mines,girls,Golden,CO,39.751,-105.2228,Rocky Mountain Athletic Conference,85,93,Engineering|Computer Science|Physics,Public,"7,000",Orediggers,"Strong upper-tier D2 program in the Rocky Mountain Athletic Conference with a serious competitive environment. Best fit for student-athletes who want strong academics without sacrificing too much level. Public-school environment can offer a broader campus experience and larger student body. Caution: the academic load is real, so time management matters.",
womens-lee-university,Lee University,girls,Cleveland,TN,35.1595,-84.8766,Gulf South Conference,85,75,Business|Exercise Science|Psychology,Private,"5,000",Flames,"Strong upper-tier D2 program in the Gulf South Conference with a serious competitive environment. Good fit for players who prioritize level, opportunity, and realistic development. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
womens-lynn-university,Lynn University,girls,Boca Raton,FL,26.3784,-80.104,Sunshine State Conference,84,79,Business|Communications|Psychology,Private,"3,200",Fighting Knights,"Strong upper-tier D2 program in the Sunshine State Conference with a serious competitive environment. Good fit for players who prioritize level, opportunity, and realistic development. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
womens-adelphi-university,Adelphi University,girls,Garden City,NY,40.7265,-73.6532,Northeast-10 Conference,82,82,Business|Psychology|Biology,Private,"7,600",Panthers,"Strong upper-tier D2 program in the Northeast-10 Conference with a serious competitive environment. Good fit for players who want a meaningful balance of competition, academics, and long-term value. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
womens-california-state-polytechnic-university-pomona,"California State Polytechnic University, Pomona",girls,Pomona,CA,34.057,-117.8218,California Collegiate Athletic Association,82,84,Engineering|Business|Architecture,Public,"27,000",Broncos,"Strong upper-tier D2 program in the California Collegiate Athletic Association with a serious competitive environment. Good fit for players who want a meaningful balance of competition, academics, and long-term value. Public-school environment can offer a broader campus experience and larger student body. Caution: depth, conference travel, and consistency all matter more than families often expect.",
womens-flagler-college,Flagler College,girls,St. Augustine,FL,29.8947,-81.3145,Peach Belt Conference,82,79,Business|Communications|Psychology,Private,"2,500",Saints,"Strong upper-tier D2 program in the Peach Belt Conference with a serious competitive environment. Good fit for players who prioritize level, opportunity, and realistic development. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
womens-lenoir-rhyne-university,Lenoir-Rhyne University,girls,Hickory,NC,35.735,-81.328,South Atlantic Conference,82,75,Business|Nursing|Exercise Science,Private,"2,500",Bears,"Strong upper-tier D2 program in the South Atlantic Conference with a serious competitive environment. Good fit for players who prioritize level, opportunity, and realistic development. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
womens-maryville-university-of-saint-louis,Maryville University of Saint Louis,girls,St. Louis,MO,38.6459,-90.5034,Great Lakes Valley Conference,82,81,Business|Computer Science|Health Sciences,Private,"9,500",Saints,"Strong upper-tier D2 program in the Great Lakes Valley Conference with a serious competitive environment. Good fit for players who want a meaningful balance of competition, academics, and long-term value. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
womens-nova-southeastern-university,Nova Southeastern University,girls,Fort Lauderdale,FL,26.0798,-80.2427,Sunshine State Conference,82,83,Business|Health Sciences|Psychology,Private,"21,000",Sharks,"Strong upper-tier D2 program in the Sunshine State Conference with a serious competitive environment. Good fit for players who want a meaningful balance of competition, academics, and long-term value. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
womens-azusa-pacific-university,Azusa Pacific University,girls,Azusa,CA,34.1306,-117.8889,Pacific West Conference,81,80,Business|Nursing|Psychology,Private,"7,400",Cougars,"Competitive D2 environment in the Pacific West Conference with a solid pathway for the right player. Good fit for players who want a meaningful balance of competition, academics, and long-term value. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
womens-lewis-university,Lewis University,girls,Romeoville,IL,41.6061,-88.0817,Great Lakes Valley Conference,81,80,Aviation|Business|Criminal Justice,Private,"6,500",Flyers,"Competitive D2 environment in the Great Lakes Valley Conference with a solid pathway for the right player. Good fit for players who want a meaningful balance of competition, academics, and long-term value. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
womens-point-loma-nazarene-university,Point Loma Nazarene University,girls,San Diego,CA,32.715,-117.2522,Pacific West Conference,81,82,Business|Biology|Exercise Science,Private,"4,500",Sea Lions,"Competitive D2 environment in the Pacific West Conference with a solid pathway for the right player. Good fit for players who want a meaningful balance of competition, academics, and long-term value. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
womens-auburn-university-at-montgomery,Auburn University at Montgomery,girls,Montgomery,AL,32.369,-86.1779,Gulf South Conference,80,72,Business|Education|Communications,Public,"5,200",Warhawks,"Competitive D2 environment in the Gulf South Conference with a solid pathway for the right player. Good fit for players who prioritize level, opportunity, and realistic development. Public-school environment can offer a broader campus experience and larger student body. Caution: depth, conference travel, and consistency all matter more than families often expect.",
womens-carson-newman-university,Carson-Newman University,girls,Jefferson City,TN,36.1226,-83.4918,South Atlantic Conference,80,72,Education|Business|Biology,Private,"2,800",Eagles,"Competitive D2 environment in the South Atlantic Conference with a solid pathway for the right player. Good fit for players who prioritize level, opportunity, and realistic development. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: depth, conference travel, and consistency all matter more than families often expect.",
womens-colorado-mesa-university,Colorado Mesa University,girls,Grand Junction,CO,39.0762,-108.5481,Rocky Mountain Athletic Conference,80,71,Business|Exercise Science|Education,Public,"11,000",Mavericks,"Competitive D2 environment in the Rocky Mountain Athletic Conference with a solid pathway for the right player. Good fit for players who prioritize level, opportunity, and realistic development. Public-school environment can offer a broader campus experience and larger student body. Caution: depth, conference travel, and consistency all matter more than families often expect.",
womens-embry-riddle-aeronautical-university-florida,Embry-Riddle Aeronautical University (Florida),girls,Daytona Beach,FL,29.1888,-81.0486,Sunshine State Conference,80,88,Engineering|Aviation|Computer Science,Private,"8,200",Eagles,"Competitive D2 environment in the Sunshine State Conference with a solid pathway for the right player. Best fit for student-athletes who want strong academics without sacrificing too much level. Private-school environment can mean a smaller-campus feel and a different cost structure. Caution: the academic load is real, so time management matters.",
