id,school,gender,city,state,lat,lng,conference,soccerLevel,academicLevel,academicKnownFor,type,enrollment,nickname,notes,website
womens-augsburg-university,Augsburg University,girls,Minneapolis,MN,44.966307,-93.240436,Minnesota Intercollegiate Athletic Conference,80,76,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Minnesota Intercollegiate Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.augsburg.edu/
womens-augustana-college-illinois,Augustana College (Illinois),girls,Rock Island,IL,41.502365,-90.55057,College Conference of Illinois & Wisconsin,79,83,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the College Conference of Illinois & Wisconsin. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.augustana.edu/
womens-aurora-university,Aurora University,girls,Aurora,IL,41.753631,-88.349023,Northern Athletics Collegiate Conference,68,76,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Northern Athletics Collegiate Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://aurora.edu/
womens-austin-college,Austin College,girls,Sherman,TX,33.646345,-96.596331,Southern Collegiate Athletic Conference,75,75,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Southern Collegiate Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.austincollege.edu/
womens-averett-university,Averett University,girls,Danville,VA,36.577287,-79.413203,Old Dominion Athletic Conf.,77,76,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Old Dominion Athletic Conf.. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.averett.edu/
womens-babson-college,Babson College,girls,Wellesley,MA,42.297017,-71.264057,New England Women's and Men's Athletic Conference,68,92,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the New England Women's and Men's Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families prioritizing academics first while still staying in the D3 soccer market. Verify roster fit, admissions, and aid directly with the school.",https://www.babson.edu/
womens-baldwin-wallace-university,Baldwin Wallace University,girls,Berea,OH,41.373017,-81.851145,Ohio Athletic Conference,73,76,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Ohio Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.bw.edu/
womens-bard-college,Bard College,girls,Annandale-On-Hudson,NY,42.020386,-73.909927,Liberty League,78,88,Liberal Arts|Economics|Political Science,Private,,,"Auto-generated profile: Private program in the Liberty League. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families prioritizing academics first while still staying in the D3 soccer market. Verify roster fit, admissions, and aid directly with the school.",https://www.bard.edu/
womens-bates-college,Bates College,girls,Lewiston,ME,44.105299,-70.203333,New England Small College Athletic Conference,93,94,Liberal Arts|Economics|Political Science,Private,,,"Auto-generated profile: Private program in the New England Small College Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families prioritizing both high-level soccer and strong academics. Verify roster fit, admissions, and aid directly with the school.",https://www.bates.edu/
womens-belhaven-university,Belhaven University,girls,Jackson,MS,32.318415,-90.169228,Collegiate Conference of the South,63,76,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Collegiate Conference of the South. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.belhaven.edu/
womens-beloit-college,Beloit College,girls,Beloit,WI,42.504022,-89.029285,Midwest Conference,68,84,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Midwest Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.beloit.edu/
womens-benedictine-university-illinois,Benedictine University (Illinois),girls,Lisle,IL,41.777569,-88.097307,Northern Athletics Collegiate Conference,68,76,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Northern Athletics Collegiate Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.ben.edu/
womens-berea-college,Berea College,girls,Berea,KY,37.57202,-84.292893,Heartland Collegiate Athletic Conference,66,75,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Heartland Collegiate Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.berea.edu/
womens-berry-college,Berry College,girls,Mount Berry,GA,34.290414,-85.189202,Southern Athletic Association,74,75,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Southern Athletic Association. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.berry.edu/
womens-bethany-college-west-virginia,Bethany College (West Virginia),girls,Lindsborg,KS,38.580598,-97.67367,Presidents' Athletic Conference,67,75,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Presidents' Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.bethanylb.edu/
womens-bethany-lutheran-college,Bethany Lutheran College,girls,Mankato,MN,44.166649,-93.990805,Upper Midwest Athletic Conference,61,75,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Upper Midwest Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.blc.edu/
womens-bethel-university-minnesota,Bethel University (Minnesota),girls,Saint Paul,MN,45.057655,-93.161663,Minnesota Intercollegiate Athletic Conference,80,76,Business|Education|Biology,Private,,,"Auto-generated profile: Private program in the Minnesota Intercollegiate Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.bethel.edu/
womens-blackburn-college,Blackburn College,girls,Carlinville,IL,39.287896,-89.870241,St. Louis Intercollegiate Athletic Conference,64,75,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the St. Louis Intercollegiate Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.blackburn.edu/
womens-bluffton-university,Bluffton University,girls,Bluffton,OH,40.895606,-83.899439,Heartland Collegiate Athletic Conference,66,76,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Heartland Collegiate Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.bluffton.edu/
womens-bowdoin-college,Bowdoin College,girls,Brunswick,ME,43.907134,-69.963942,New England Small College Athletic Conference,94,96,Liberal Arts|Economics|Political Science,Private,,,"Auto-generated profile: Private program in the New England Small College Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families prioritizing both high-level soccer and strong academics. Verify roster fit, admissions, and aid directly with the school.",https://www.bowdoin.edu/
womens-brandeis-university,Brandeis University,girls,Waltham,MA,42.365727,-71.260155,University Athletic Association,96,94,Biology|Economics|Computer Science,Private,,,"Auto-generated profile: Private program in the University Athletic Association. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families prioritizing both high-level soccer and strong academics. Verify roster fit, admissions, and aid directly with the school.",https://www.brandeis.edu/
womens-brevard-college,Brevard College,girls,Brevard,NC,35.236763,-82.729494,USA South Athletic Conference,67,75,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the USA South Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.brevard.edu/
womens-bridgewater-college-virginia,Bridgewater College (Virginia),girls,Bridgewater,VA,38.378484,-78.969007,Old Dominion Athletic Conf.,77,75,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Old Dominion Athletic Conf.. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.bridgewater.edu/
womens-bridgewater-state-university,Bridgewater State University,girls,Bridgewater,MA,41.98749,-70.974553,Massachusetts State Collegiate Athletic Conference,69,68,Business|Psychology|Education,Public,,,"Auto-generated profile: Public program in the Massachusetts State Collegiate Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.bridgew.edu/
womens-brooklyn-college,Brooklyn College,girls,Brooklyn,NY,40.631517,-73.949898,City University of New York Athletic Conference,60,68,Business|Psychology|Education,Public,,,"Auto-generated profile: Public program in the City University of New York Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.brooklyn.cuny.edu/
womens-bryn-mawr-college,Bryn Mawr College,girls,Bryn Mawr,PA,40.02736,-75.313223,Centennial Conference,79,93,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Centennial Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families prioritizing academics first while still staying in the D3 soccer market. Verify roster fit, admissions, and aid directly with the school.",https://www.brynmawr.edu/
womens-buena-vista-university,Buena Vista University,girls,Storm Lake,IA,42.642255,-95.208529,American Rivers Conference,72,76,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the American Rivers Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.bvu.edu/
womens-buffalo-state-state-university-of-new-york,"Buffalo State, State University of New York",girls,Buffalo,NY,42.933832,-78.882125,State University of New York Athletic Conference,68,68,Business|Psychology|Education,Public,,,"Auto-generated profile: Public program in the State University of New York Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://suny.buffalostate.edu/
womens-cairn-university,Cairn University,girls,Langhorne,PA,40.165809,-74.909509,United East Conference,68,76,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the United East Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.cairn.edu/
womens-california-institute-of-technology,California Institute of Technology,girls,Pasadena,CA,34.137349,-118.125878,Southern California Intercollegiate Athletic Conf.,82,100,Engineering|Computer Science|Math,Private,,,"Auto-generated profile: Private program in the Southern California Intercollegiate Athletic Conf.. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families prioritizing academics first while still staying in the D3 soccer market. Verify roster fit, admissions, and aid directly with the school.",https://www.caltech.edu/
womens-california-lutheran-university,California Lutheran University,girls,Thousand Oaks,CA,34.224566,-118.878924,Southern California Intercollegiate Athletic Conf.,82,76,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Southern California Intercollegiate Athletic Conf.. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.callutheran.edu/
womens-calvin-university,Calvin University,girls,Grand Rapids,MI,42.929916,-85.587548,Michigan Intercollegiate Athletic Association,82,76,Business|Education|Biology,Private,,,"Auto-generated profile: Private program in the Michigan Intercollegiate Athletic Association. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.calvin.edu/
womens-capital-university,Capital University,girls,Columbus,OH,39.954875,-82.937867,Ohio Athletic Conference,73,76,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Ohio Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.capital.edu/
womens-carleton-college,Carleton College,girls,Northfield,MN,44.462318,-93.154666,Minnesota Intercollegiate Athletic Conference,80,96,Liberal Arts|Economics|Political Science,Private,,,"Auto-generated profile: Private program in the Minnesota Intercollegiate Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families prioritizing academics first while still staying in the D3 soccer market. Verify roster fit, admissions, and aid directly with the school.",https://www.carleton.edu/
womens-carlow-university,Carlow University,girls,Pittsburgh,PA,40.439293,-79.963448,Allegheny Mountain Collegiate Conference,68,76,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Allegheny Mountain Collegiate Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.carlow.edu/
womens-carnegie-mellon-university,Carnegie Mellon University,girls,Pittsburgh,PA,40.44357,-79.941993,University Athletic Association,97,98,Engineering|Computer Science|Math,Private,,,"Auto-generated profile: Private program in the University Athletic Association. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families prioritizing both high-level soccer and strong academics. Verify roster fit, admissions, and aid directly with the school.",https://www.cmu.edu/
womens-carroll-university-wisconsin,Carroll University (Wisconsin),girls,Waukesha,WI,43.004527,-88.228114,College Conference of Illinois & Wisconsin,79,76,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the College Conference of Illinois & Wisconsin. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.carrollu.edu/
womens-carthage-college,Carthage College,girls,Kenosha,WI,42.622969,-87.820924,College Conference of Illinois & Wisconsin,79,75,Art|Design|Architecture,Private,,,"Auto-generated profile: Private program in the College Conference of Illinois & Wisconsin. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.carthage.edu/
womens-case-western-reserve-university,Case Western Reserve University,girls,Cleveland,OH,41.507419,-81.609596,University Athletic Association,97,94,Biology|Economics|Computer Science,Private,,,"Auto-generated profile: Private program in the University Athletic Association. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families prioritizing both high-level soccer and strong academics. Verify roster fit, admissions, and aid directly with the school.",https://www.case.edu/
womens-catholic-university,Catholic University,girls,Washington,DC,38.933651,-76.997909,Landmark Conference,70,76,Business|Education|Biology,Private,,,"Auto-generated profile: Private program in the Landmark Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.catholic.edu/
womens-cedar-crest-college,Cedar Crest College,girls,Allentown,PA,40.586318,-75.519221,United East Conference,68,75,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the United East Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.cedarcrest.edu/
womens-centenary-college-louisiana,Centenary College (Louisiana),girls,Shreveport,LA,32.483335,-93.730834,Southern Collegiate Athletic Conference,75,75,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Southern Collegiate Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.centenary.edu/
womens-centenary-university-new-jersey,Centenary University (New Jersey),girls,Hackettstown,NJ,40.84764,-74.833644,Atlantic East Conference,63,76,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Atlantic East Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.centenaryuniversity.edu/
womens-central-college-iowa,Central College (Iowa),girls,Pella,IA,41.401539,-92.922199,American Rivers Conference,72,75,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the American Rivers Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.central.edu/
womens-centre-college,Centre College,girls,Danville,KY,37.645709,-84.779392,Southern Athletic Association,74,85,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Southern Athletic Association. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families prioritizing academics first while still staying in the D3 soccer market. Verify roster fit, admissions, and aid directly with the school.",https://www.centre.edu/
womens-chapman-university,Chapman University,girls,Orange,CA,33.79302,-117.852518,Southern California Intercollegiate Athletic Conf.,82,76,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Southern California Intercollegiate Athletic Conf.. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.chapman.edu/
womens-chatham-university,Chatham University,girls,Pittsburgh,PA,40.448432,-79.926083,Presidents' Athletic Conference,67,76,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Presidents' Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families seeking a balanced D3 fit and a wider range of admissions outcomes. Verify roster fit, admissions, and aid directly with the school.",https://www.chatham.edu/
womens-christopher-newport-university,Christopher Newport University,girls,Newport News,VA,37.062495,-76.494364,Coast-To-Coast Athletic Conference,85,76,Business|Biology|Psychology,Private,,,"Auto-generated profile: Private program in the Coast-To-Coast Athletic Conference. Academic score is a heuristic estimate based on institutional reputation and school type; soccer score combines conference strength with recent ranking signals. This profile is best for families prioritizing stronger soccer relative to academic selectivity. Verify roster fit, admissions, and aid directly with the school.",https://cnu.edu/
